game_id,description,max_playtime,min_age,min_playtime,name,playing_time,year_published,artist,category,designer,family,mechanic,publisher,average_rating,users_rated,range_of_players
13921,"&quot;Cemetery Hill is a simulation, on an operational level, of the gattle between the Army of the Potomac and the Army of Northern Virginia at the town of Gettysburg, PA. The game covers the period from 1 July to 4 July, 1863, when these two armies fought the bloodiest battle in American history to that point. The game system is an adaption fo the popular Napoleon at Waterloo system. Various special and optional rules allow the Players to recreate a picture of an historical event.&quot; (from the rules folder.}&#10;&#10;Cemetery Hill is one of four games included in the Blue & Gray Quadrigame set. The game includes a 17&quot; x 22&quot; three-color map, 100 counters and an Exclusive rules folder. A Standard rules folder, containing rules common to all four games included in the Quadrigame, is also included.&#10;&#10;Scale is 400 meters/hex. 1-2 hours per Game Turn. Game mechanics are a simple movement-combat system with rigid zones of control. Sequential Player Turns, retreat and advance after combat are common to these games and surrounding to cut off retreat is a major strategy.&#10;&#10;A new concept, &quot;Attack Effectiveness&quot; is introduced in this set of games. Essentially, attacking units that receive an &quot;Attacker Retreat&quot; result in combat are rendered &quot;ineffective&quot; (may not make further attacks, but still defend normally) for the rest of the day. This restriction is removed once a Night turn occurs. This makes &quot;what the heck&quot; type attacks very risky as one's army can be rendered quickly &quot;ineffective&quot; through a series of low-odd attacks.&#10;&#10;",120,12,120,"Cemetery Hill: The Battle of Gettysburg, 1-3 July, 1863",120,1975,Redmond A. Simonsen,"American Civil War,Wargame","Edward Curran,Irad B. Hardy",Blue & Gray Series,Hex-and-Counter,"Decision Games (I),SPI (Simulations Publications, Inc.),TSR",5.49038,52,1-2 Players
13928,"The game contains a topographic board, 91 gold-markers and three two-sided 'dice'.&#10;&#10;Both players search for gold, one in the mountains, and the other in the rivers. Every prospecting area is at the same moment part of a mountain and part of a river.&#10;&#10;If all gold is found in a prospecting area of a mountain or a river, the mountain or river player can protect the find. Thus the player that finds the gold first can block the other from the find.&#10;&#10;",30,8,30,Chinagold,30,2004,Bernd Natke,Strategy,Günter Cornett,,Dice Rolling,Bambus Spieleverlag,5.99984,188,1-2 Players
13980,"Into a Bear Trap: The Battle for Grozny, January 1995, The capital of Chechnya, Grozny (meaning &quot;terrible&quot; in Russian), was in January 1995 the target of a Russian attack -- beginning a war that continues to this day. The Russian plan was to subdue the city with a massive show of force to intimidate its populace into submission. This approach had worked in 1991, and Moscow saw no reason why a repeat performance would not again suffice. Massive artillery and air support were not thought essential, as the long columns of tanks and their two battalions of mechanized infantry support were deemed sufficient to cower any who chose to witness.&#10;&#10;Alerted to the Russians' plan of entry, two battalions of Chechen resistance fighters flitted among the sewers and rooftops to greet the Russian force. Well-armed with RPG's and mortars and backed by snipers, the defenders deployed small groups of hunter-killer teams to tackle any armor encountered. A battle for the city was set.&#10;&#10;Players are cast in the roles of the commanders of each side's forces. Both players can brutally harm their opponent, while each has liabilities to protect. Opponents will be challenged to do as well, or better than, their historical counterparts.&#10;&#10;Game Scale:&#10;Game Turn: 2 hours&#10;Hex: 100 - 150 yards / 62 - 137 meters&#10;Units: Infantry platoons, 2 tanks, 6 APCs&#10;&#10;Game Inventory:&#10;One 22 x 34&quot; full color map&#10;One dual-side printed countersheet (280 1/2&quot; counters)&#10;One 16-page rulebook&#10;&#10;Solitaire Playability: Medium&#10;Complexity Level: Low&#10;Players: 2 or more&#10;Playing Time: 2-4 hours&#10;&#10;",360,12,360,"Into a Bear Trap: The Battle for Grozny, January 1995",360,2004,Craig Grando,"Modern Warfare,Wargame","Perry Moore,Paul Rohrbaugh",Magazine: Against The Odds,"Chit-Pull System,Hex-and-Counter","Against the Odds,LPS, Inc.",6.5447,66,1-2 Players
14036,"Here is an easy and entertaining card game which can be played anywhere and on any occasion.  Whether you're experienced card players or beginners, you're sure to have lots of fun completing your program cards as quickly as possible.  JOK-R-UMMY is the perfect pastime to liven up reunions with family and friends.  It's also one of the only games that eliminates barriers between children and adults, since all can gather around to play...there is no complicated counting of points!  Contents include:  2 plastic coated decks of 54 traditional cards, 1 deck of 63 Jok-R-ummy program cards, rules and instructions.&#10;&#10;",60,8,60,Jok R Ummy,60,1986,,Card,Les Jeux Jennick,Rummy Games,"Pattern Building,Set Collection","Jennick Games, Inc.",5.81812,101,5-6 Players
14080,"The Mighty Endeavor is the 17th game in the Standard Combat Series (SCS), and covers the Western Allied Invasion of France in 1944, the crossing of the Rhine River in early 1945 and the final push into Germany.&#10;&#10;Players can land at the places of their choosing and manner along the coast of France in an effort to liberate France and the Low Countries from German occupation and to cross the Rhine and take the German industrial cities along that river.&#10;&#10;The Mighty Endeavor - expanded edition is both an updated version (with errata corrected, a couple of counters added, and other counters made to conform to the Expansion) covering the Western Front from the D-Day landings until the end of April 1945 and an expansion to the original game that adds the Eastern Front from just east of Warsaw during the same time period and a small map attachment that adds the Brittany Peninsula.&#10;&#10;Following the same allocation of responsibilities as the game Battle for Germany (SPI, 1975), one player controls the Western Allies and the East Front Germans while the other controls the Russians and the West Front Germans. The two players compete by seeing which grouping of Allies can conquer as much German territory as possible&mdash;while they also play against their opponent to stop the opposite front. Never a dull moment as both players are always playing one side or the other at the same time.&#10;&#10;The scenarios start the campaign at various points and as an added feature, the game includes a 16 Dec 44 (Bulge) campaign start for the Western Front.&#10;&#10;Game Scale:&#10;Game Turn: 10 to 15 days&#10;Hex: 15 miles / 24.1 Km&#10;Units: Company to Corps&#10;&#10;Contents (Original edition):&#10;&#10;One 22 x 34&quot; map&#10;One countersheet (280 1/2&quot; dual-side printed counters)&#10;One 8-page SCS-specific series rulebook &#10;One 16-page TME specific rulebook&#10;&#10;Contents (Expanded edition):&#10;&#10;One 22 x 34&quot; full-color map&#10;One 22 x 28&quot; full-color map&#10;One 8.5 x 11&quot; full-color map  &#10;Two countersheets (560 1/2&quot; dual-side printed counters)&#10;One 8-page SCS-specific v1.7 rulebook&#10;One 16-page TME-revised specific rulebook&#10;One 16-page TME-Expansion rulebook&#10;Two 6-sided dice&#10;&#10;(source: MMP website and user's description)&#10;&#10;",360,12,360,The Mighty Endeavor,360,2005,Nicolás Eskubi,"Wargame,World War II","Tim Armstrong,Dean Essig,Steve Newhouse","Country: France,Country: The Netherlands,Standard Combat Series","Dice Rolling,Hex-and-Counter",Multi-Man Publishing,7.40297,323,1-2 Players
14083,"International Game Series game from Multi-Man Publishing.&#10;&#10;Simulating the Pacific Front of World War II has always been one of the great wargame design challenges. The same distance that planes could cover in a few hours took days for ships and weeks for foot soldiers. Hostile jungles and great oceans combined to make logistics and transport of paramount historical concerns. These and other design puzzles are solvable by only the most gifted designers.&#10;&#10;Renowned Japanese wargame designer Tetsuya Nakamura has successfully met these challenges and Multi-Man Publishing is to offer the elegant result - Fire in the Sky. Fire in the Sky has, until now, only been available in Japanese.&#10;&#10;With only one map and 180 counters, Fire in the Sky packs years of prior Pacific design attempts and experience into an effort that beautifully distills the essence of the conflict and serves as further proof that great things do indeed come in small packages. Fire in the Sky provides players with the same problems and perspectives faced by the historical combatants, yet does so in a game that can be played in 5 hours or less. The game is ingeniously balanced and so provides not only a look into the minds of the actual commanders, but also a fun, competitive and tense gaming experience.&#10;&#10;The game includes glorious 1-inch counters, a clever map that integrates hexes and areas, and rules that cover all of the essential aspects of the Great Pacific War. Oil convoys and troop transports are as vital to victory as the massive Carrier fleets that steam over the vast Pacific. Tetsuya Nakamura&rsquo;s intelligent and ingenious design also offers Western players a fascinating glimpse into the Japanese perspective on the war.&#10;&#10;",300,12,300,Fire in the Sky: The Great Pacific War 1941-1945,300,2005,Nicolás Eskubi,"Wargame,World War II",Tetsuya Nakamura,"Country: Japan,International Games Series","Dice Rolling,Hex-and-Counter,Simulation","Game Journal,Multi-Man Publishing",7.47111,455,1-2 Players
14130,"In a world of science-fantasy inspired of the universes of Caza or Moebius, you will have to direct your people (among three races: humans, dragons, Arachnid ) and bring it towards the ultimate stage of development.&#10;Each player starts in a village producing : Evo (allowing to gain evolutions modifying the characteristics and confer special capacities) and Repro (to get new units).&#10;During the game, three cities will appear, they will give in their turn capacities Evo and Repro with the people controlling them. But for that, it will be necessary to fight!&#10;In the center of the boardgame, the Sharur mount is a important place, because great source of Evo, but it is also a dangerous place when the misadventure of the Sharur god decides to make a visit there to devour all those which are there.&#10;The game will propose to you to manage the evolutions of your people (you will be able to choose such or such way according to your choices of play or your strategy), with options such as spittle of acid, claws, flight, precognition, assassination, etc.&#10;The characteristic of the mechanisms of the play comes from the absence of luck in displacements and especially in the combat, and only the events cards will give some random in game.&#10;&#10;",90,12,90,Sharur: Evolutions,90,2004,"Ghislain Aubry,Olivier Fraisier",Fantasy/Sci-Fi,Emmanuel Beltrando,,"Area Movement,Simulation",Asmodee,4.63559,59,5-6 Players
14188,"Bughouse Chess is a variation of chess played with two teams of two people on two chess boards. Chess clocks are used, generally with 5 minute time controls. Team members sit beside each other playing opposite colors. Each player plays his opponent as in standard chess, except that whenever a piece is captured, it is given to the teammate. The teammate can then decide to play a normal move, or place the captured piece on any unoccupied square of the board (exception: pawns cannot be placed on the 1st or 8th rank). Team members have to work together and against the clock to win. The first person to lose by checkmate or time loses for his or her team, thus ending both games.&#10;&#10;",10,10,10,Bughouse Chess,10,1960,,Strategy,(Uncredited),Chess Games,"Grid Movement,Partnerships",(Public Domain),7.37475,289,3-4 Players
14191,"&yen;&euro;$ (YES) is a new game produced by Armstrong Company and launched in 2004. There are 6 types of commodity spread across the 5 continents and players must control these to satisfy two different winning conditions. So to win, you might need to control two tractors and two factories for one condition, and one commodity in each continent for your second condition. Alternately, the first player to earn 1 million wins.&#10;&#10;There are decks of cards; Country (which shows a commodity in a country and a price, e.g. Factories are in Britain and cost 70,000), Yes (good stuff), No (bad stuff), Auftrag (winning conditions). You start with some cash money, a few countries and two Auftrag. For the countries you own, you put the plastic commodity onto your colored disc onto the country. So the player owning Britain puts a factory on one of their discs onto Britain. This way, ownership can be seen and can change.&#10;&#10;The game is driven by two dice. The player rolls them, chooses one for itself and the other for the player on the left to use. The dice are marked Buy, Sell, Country, Yes, No, Cash. Buy means you can buy a commodity/country from another player - regardless of whether they want to sell it - at the price on the card. There is also a red die you can roll to gamble on the price, making it higher or lower. Sell means you may sell a Country back to the bank. Country means you draw a Country card and place the commodity on your disc on it. Yes/No means you draw from the appropriate deck and apply the result, e.g. all players get a dividend, or pay a tax, etc. Cash means you move a marker on the board and whoever has that commodity or continent gets a bonus.&#10;&#10;Since the game is completely driven by two dice, it is pure chance if a good thing or bad thing happens to a player. Due to the nature of the dice, the cards, and the rules, it is quite possible for the game to end in the first round. ...or it can go on forever.  [See Fluxx.]&#10;&#10;",30,8,30,¥€$,30,2004,Armstrong,Economic,Armstrong,,Dice Rolling,Ravensburger Spieleverlag GmbH,4.21059,85,5-6 Players
14355,"Lonato is a self-contained module covering the battles of Lonato, July 31 - August 4, 1796, using the downloadable rules for the Triumph and Glory (T&amp;G) system, part of GMT Games' &quot;Gameplayer's Series&quot; which has playability as its main objective.&#10;&#10;The game scale is 75 minutes per turn. Each hex is 325 yards across. Each strength point is approximately 200 men for infantry, 150 men for cavalry and 4 guns for artillery. The game uses the activation marker mechanic to create uncertainty in initiative.&#10;&#10;This module appeared as part of RBM's C3i Magazine Nr 14, having Frederic Bey design the game with Richard Berg's (T&amp;G) rule system. Thereafter Frederic created his own, adjusted and Richard approved rule system called &quot;Jours de Gloire&quot; Series (JdG), which can be downloaded from Frederic's homepage (http://www.fredbey.com/telechargements_en.html). There are also rules to &quot;transfer&quot; the JdG-rules into playability and for &quot;Lonato&quot;.&#10;&#10;SYSTEM: &quot;Triumph &amp; Glory&quot; AND &quot;Jours de Gloire&quot; Series (JdG) &#10;- scale = 297 m/hex; &#10;- time = 75 min/GT; &#10;- strength = 200 men/SP.&#10;&#10;",60,12,60,Lonato,60,2002,"Pascal da Silva,Rodger B. MacGowan","Napoleonic,Wargame",Frédéric Bey,"Jours de Gloire Series,Magazine: C3i,Triumph & Glory Series",Hex-and-Counter,"GMT Games,RBM Studio",6.71,50,1-2 Players
14452,"The 2nd title in The Gamers&acute; Napoleonic Brigade Series, featuring 280 die-cut counters and a full-colour 22x34&quot; map. One game turn represents 30 minutes of real time, and one hex represents 200 yards. This series highlights Command &amp; Control on the battlefield.&#10;&#10;Nominee for the 1995 Charles S. Roberts awards for Best Pre-World War II Boardgame (Charles S. Roberts Awards).&#10;&#10;Napoleon Brigade Series (NBS) &#10;- scale = 200 yrd/hex (183 m/hex)&#10;- time = Day-time turn = 30 min, Night turn = 1 hr&#10;- strength = 1 SP (Infantry)  : 150 men&#10;             1 SP (Cavalry)   : 100 men&#10;             1 SP (Artillery) : 3 Guns&#10;&#10;",180,16,180,Marengo,180,1995,Louis-François Lejeune,"Napoleonic,Wargame","Dean Essig,David A. Powell",Napoleonic Brigade Series,Hex-and-Counter,The Gamers,6.91343,108,1-2 Players
14523,"From the Lost Battalion Games website: The Eastern Front in World War Two was the largest land campaign in history. This game recreates incidents in this vast campaign as small skirmishes between Soviet and German forces commanded by sergeants and other noncommissioned officers. YOU command one side. Can YOU defeat the enemy in this easy to learn and exciting historical war game? this introduction-level game simulates World War II infantry actions at the man-to man level. The game, without going into overwhelming detail, test the tactical skills of the players, each commanding small opposing forces. Combat at this level focuses on the immediate enemy, his locations and weapons, the terrain and sheer survival. Sergeants!&trade; is an infinitely expandable game that is fast, fun and surprisingly inexpensive.&#10;&#10;&#10;     Double-Sided Mapboard - Puzzle-cut to hold together&#10;     220 LASER-Cut Playing Pieces - These units represent soldiers, their weapons and information markers... heavy mounted, coated, and 3/4 in. Units are square. Terrain changing counters are hex shaped, info counters are round.&#10;     Dice - Two six-sided dice- both players roll for resolution&#10;     Rules, charts, and special 'briefing sheets' for more obscure needs&#10;     Scenarios - contains EIGHT scenarios, several with variants for different year versions or with/without armor variants&#10;     Charts - contains the charts needed to play the game&#10;     Each box contains a unique registration card, giving the owner access to more scenarios and some extras.&#10;&#10;&#10;The &quot;Repple Depple 1&quot; expansion contains many more maps, scenarios, and tanks.&#10;&#10;",60,12,60,Sergeants! On the Eastern Front,60,2004,,"Wargame,World War II",S. Craig Taylor,Sergeants!,Hex-and-Counter,Lost Battalion Games,6.04936,78,1-2 Players
14559,"Malvern Hill - The Battles of the Seven Days, Volume III, is the 13th game in the Civil War Brigade (CWB) Series. It covers the the battles of Glendale and Malvern Hill, June 30th - Jul 1st 1862.&#10;&#10;Seven Day's campaign: part one is Gaines Mill, part two Seven Pines and part three Malvern Hill. All three games can be connected to recreate the entire campaign.&#10;&#10;",240,0,240,Malvern Hill,240,1999,Christian Schussele,"American Civil War,Wargame","Dean Essig,David A. Powell","Civil War, Brigade (CWB) Series",Hex-and-Counter,The Gamers,7.45455,55,1-2 Players
14701,"(from the designer:)&#10;&#10;The Price of Freedom: The American Civil War, 1861-65 is Renaud Verlaque's second published design after Age of Napoleon, winner of 2003 Best Pre-WW2 Historical Boardgame CSR award.&#10;&#10;The Price of Freedom is a true grand-strategic-level look at the American Civil War. Using an original card-driven system, it provides strong historical flavor in a simple game that can consistently be played in three hours. This makes The Price of Freedom an ideal game for today's gamer's busy lifestyle, as well as for tournaments.&#10;&#10;As you might expect from a quick-playing game, counter density in The Price of Freedom is purposefully low and is also constrained by each side&rsquo;s War Effort level, an aggregate measure of economic, political and diplomatic support for the war. Each military game piece represents a &quot;corps&quot; of 20-30,000 men. Corps must organized into armies led by the colorful commanders that every American Civil War aficionado has come to love or hate. Twenty-five historical army commanders are available for theater or field command, from Ben &quot;Spoons&quot; Butler to &quot;Massa&quot; Robert E. Lee, with each commander rated -1, 0 or +1 for offense, defense and movement.  Armies move and fight on a functional and yet very attractive point-to-point representation of the Eastern and Western theaters, vying to capture or defend critical territory or simply to beat each other out.&#10;&#10;The card-driven engine ensures that no game of The Price of Freedom is ever the same as another and that there are plenty of hard choices to make in each campaign impulse. The game uses a well-balanced deck of 55 cards that are all playable by both sides. Each card has two uses that are generally mutually exclusive: either it can be used by spending its operational value (ranging 1-3) on various actions (moving, reorganizing or reinforcing armies) or it can be used to implement the event described on the card. Events can affect army leadership (Commander-in-Chief, Clash of Egos, Shot from the Saddle) or battle resolution (Blundering Fool; Seeing the Elephant; Bickering Generals; etc.), help gain operational advantage (Strategic Transfer; Turning Movement; Interior Lines), or simulate major political, economic or diplomatic events (Draft; Kentucky; Blockade; etc.). Like overall army size, hand size is dictated by each side's War Effort level.&#10;&#10;The Union player can win by driving down the Confederate War Effort level low enough or by vastly outnumbering Confederate troops. The Confederate player can win in similar fashion or by hanging long and well enough to cause Lincoln to lose the 1864 elections or prevent the Union player from achieving the historical outcome.&#10;&#10;So convene your cabinet, call up your generals, muster your troops, it is time to fight and find out what is the true Price of Freedom!&#10;&#10;&#10;&#10;(from Compass Games website:)Components:&#10;    1 25&quot;x19&quot; cardstock map&#10;    132 counters&#10;    1 deck of 55 playing cards&#10;    2 player-aid cards&#10;    1 rules booklet&#10;    2 6-sided dice&#10;    1 full color box and lid&#10;&#10;",120,12,120,The Price of Freedom: The American Civil War 1861-1865,120,2008,"Brien J. Miller,Timothy Schleif,Don Troiani","American Civil War,Wargame",Renaud Verlaque,,"Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement",Compass Games,6.40575,174,1-2 Players
15069,"Ekonos is a game that with rules and very simple mechanisms, simulates the functioning of the stock exchange and its relation with the real value of the companies.&#10;&#10;Easy to play, but deep enough if you want, Ekonos will challenge you!&#10;&#10;",60,0,60,Ekonos,60,2004,,Economic,Victor Catala,,Stock Holding,Ludic,6.70463,108,5-6 Players
15111,"&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#9;Description from the box&#10;&#10;For high-rolling, high-stakes fun, you can't beat the winning combination of Yahtzee and Texas Hold'Em poker! The trick is to make the best 5-dice &quot;hand&quot; from your two personal pocket dice and 5 up-for-grabs dice. Each roll could shift your strategy: will two pair become three of a kind or a full house? Will you go for broke with an all-in-bet?&#10;&#10;At showdown time, the player with the best poker hand wins the chips. The ultimate hand is a Yahtzee flush: 5-of-a-kind in the same color &quot;suit&quot;!&#10;&#10;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#9;Gameplay&#10;&#10;Each player blind draws two dice from the bag and places them in his cup and shakes (his secret &quot;pocket&quot; dice), and they ante and bet based on their pocket dice. Then three more &quot;community&quot; dice are drawn and rolled (the &quot;flop&quot;), then a fourth (the &quot;turn&quot;), and a fifth (the &quot;river&quot;), with two betting rounds (of check, bet, call, call &amp; raise, fold, and all-in options) in between each draw. Dice combinations are similar to their poker counterparts and can give players; two pair, three of a kind, full house, straight, four of a kind, flush, Yahtzee (five dice of the same number in different suits), straight flush, and the &quot;Yahtzee Flush&quot; - five dice of the same number and suit (color), that automatically wins a player the game.&#10;&#10;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#9;Components&#10;&#10;&#10;    Rules&#10;    20 6-sided dice (in 4 &quot;suits&quot; of red, white, yellow and black)&#10;    Cloth draw bag&#10;    6 plastic dice rolling cups&#10;    90 plastic poker chips (in 10, 50, &amp; 100 denominations)&#10;&#10;&#10;",30,18,30,Yahtzee: Texas Hold'em,30,2004,,Dice,(Uncredited),"Poker,Yahtzee",Betting/Wagering,"Hasbro,Parker Brothers",5.20246,224,5-6 Players
15121,"The game is played on a hexagonal board. Each player is given six hexagonal tiles of one color (twelve, in a two-player game). In turn, players put one of their tiles on the board, with the goal of getting four-in-a-row, in a straight line. Each new tile must be placed adjacent to another one (not necessarily of their own color).&#10;&#10;When a player has no more tiles, they can move a tile of their own color to another position.&#10;&#10;If a group of tiles is isolated due to moving a tile, all isolated tiles (of the smallest group) return to their respective owners, to be used again.&#10;&#10;The first to have four pieces in a straight line wins the game. (In this game, a player MUST block the player to their left if that player is in a position to win - even if more than one player is able to win on their next turn.)&#10;&#10;",30,9,30,Exago,30,2004,Kinetic,Strategy,Mark Forsyth,,"Area Enclosure,Tile Placement","danspil,Goliath B.V.",5.53696,161,5-6 Players
15126,"(from MMP website:)&#10;&#10;ASL Starter Kit #2 is a self-contained module which will let players start playing Advanced Squad Leader almost immediately. A liberally-illustrated rulebook teaches gamers ASL using a conversational style to teach the concepts of ASL. If you own and play ASL Starter Kit #1 you will be pleasantly surprised to find how easy it is to spot the new rules ASLSK#2 adds - we've highlighted the new rules so that you can skip rereading what you've learned in ASLSK#1 and get right to the new rules!&#10;&#10;What does ASLSK#2 add? GUNS! Artillery pieces. Anti-tank guns. The famous and deadly German &quot;88&quot;. Mortars and bazookas! ASLSK#2 adds the &quot;to hit&quot; procedure to the foundation you learned in ASLSK#1. And if you didn't get ASLSK#1? There are two &quot;infantry only&quot; scenarios to get you up to speed!&#10;&#10;This answers the inevitable question we get with the Starter Kit concept. Do I need ASLSK#2 if I have ASLSK#1? The Starter Kits are self contained. Each has everything you need to play what's in the box, with the higher numbers adding to the ASL knowledge you'll have from playing previous Starter Kits. We do not anticipate changing what you've learned from prior Starter Kits (for example, ASLSK#2 adds about 4 pages of rules to the base built by ASLSK#1). A better question would be &quot;Do I need ASLSK#1 if I buy ASLSK#2?&quot;. The short answer is a resounding no! You can dive right in with ASLSK#2. But if you do, and you like the game, ASLSK#1 adds more boards and scenarios (infantry only) for you to enjoy. We know it's a little confusing, we hope this clears it up a bit.&#10;&#10;Contents:&#10;&#10;        2 8x22 Geomorphic Maps (w and x) for the ASL System&#10;        1 full Countersheet of 1/2&quot; counters&#10;        1 half Countersheet of 5/8&quot; counters&#10;        8 scenarios printed on 4 individual cardstock sheets&#10;        2 quick reference charts printed on cardstock sheet&#10;        1 20-page rules booklet (about 17 pages are rules) with plentiful color illustrations&#10;        2 dice&#10;&#10;&#10;&#10;&#10;Scenario List:&#10;&#10;        S9 Ambitious Assault Avola, Sicily, 10 July 1943&#10;        S10 Paper Army Sarandoporo River Valley, Greece, 3 Nov 1940&#10;        S11 A Long Way to Go Biscari Station, Sicily, 10 July 1943&#10;        S12 Over Open Sights Skyline Drive, Luxembourg, 17 December 1944&#10;        S13 Priority Target Korinthos, Greece, 26 April 1941&#10;        S14 88s at Zon Zon, Holland, 17 September 1944&#10;        S15 Hammer to the Teeth Bleialf, Germany, 16 December 1944&#10;        S16 Legio Patria Nostra Radicofani, Italy, 18 June 1944&#10;&#10;&#10;&#10;&#10;Time Scale:    2 minutes per Game Turn&#10;Unit Scale:    5 to 10 men, plus individual leaders, vehicles, guns&#10;Map Scale:    40 meters per hex&#10;Players:    2 (also suitable for solitaire or team play)&#10;Complexity:    Medium&#10;Solitaire Suitability:    Medium&#10;&#10;&#10;&#10;(user's description:)The second in the three-part series of starter kits for ASL.  The goal of the ASL Starter Kits is to introduce the rules of the massive World War Two wargame in more manageable pieces.  While the first starter kit focused on small infantry-only skirmishes, the second is based around confrontations involving infantry and the use of battlefield ordnance.  The Germans and Americans return, this time accompanied by the British and Italians.&#10;&#10;The box is a complete game, including rules (complete with updated rules from Advanced Squad Leader: Starter Kit #1), 1 full and 1 half counter sheet, two new geomorphic boards (w and x) and 8 new scenarios, (S9 through S16).&#10;&#10;The Starter Kit series is continued (and completed) with ASL Starter Kit #3, which introduces Armored Fighting Vehicles.&#10;&#10;",180,12,180,Advanced Squad Leader: Starter Kit #2,180,2005,"Ken Dunn,Kurt Miller","Wargame,World War II",Ken Dunn,"Advanced Squad Leader,Advanced Squad Leader Starter Kit","Dice Rolling,Hex-and-Counter","Avalon Hill (Hasbro),Multi-Man Publishing",7.88165,948,1-2 Players
15167,"Who will become the King's First Knight?&#10;&#10;Welcome to the world of King Arthur! As in the large board game, players in this legendary card game meet up with dangerous creatures and dark powers. As knights, they try to defeat their enemies, take part in jousts, and find the holy grail. Aside from power and prestige, they want one thing above all else: a seat at the right hand of King Arthur.&#10;&#10;",30,8,30,King Arthur: The Card Game,30,2005,"Walter Pepperle,Boris Vallejo,Franz Vohwinkel","Card Game,Fantasy",Reiner Knizia,The Legend of King Arthur and the Knights of the Round Table,"Hand Management,Set Collection",Ravensburger Spieleverlag GmbH,6.11004,470,5-6 Players
15209,"Both players start with six pawns in their base and with one pawn in each of the six spaces between both bases. The goal of the game is to place your pawns in the opponent's home base or as near as possible to it.&#10;&#10;During a turn, a player has one move that consists of first moving one pawn one space towards the other player's base. Then, he can choose to move any of his pawns as many spaces as the number of pawns in the space that the first pawn was moved into.&#10;&#10;Game components are red and black wooden pawns and seven bamboo sticks to create the playing field.&#10;&#10;",15,8,15,Linja,15,2003,Steffen Mühlhäuser,Strategy,Steffen Mühlhäuser,Combinatorial,Point to Point Movement,"FoxMind,Morapiaf,Productief BV,Steffen-Spiele",6.63532,216,1-2 Players
15211,Poland '39: The Nightmare Begins is a simulation of the first campaign of the Second World War in Europe. There are &quot;what-if&quot; scenarios.&#10;&#10;,360,12,360,Poland '39: The Nightmare Begins,360,1992,,"Wargame,World War II",Ty Bomba,Country: Poland,Hex-and-Counter,"Kokusai-Tsushin Co., Ltd. (国際通信社),XTR Corp",6.2625,60,1-2 Players
15212,"Berlin '45 The Nightmare Ends is a simulation of Battle of Berlin, fought from 16 April to May 1945. Several &quot;what-if&quot; alternative history scenarios are also included.&#10;&#10;Reprinted in Command Magazine Japan #3.&#10;&#10;",120,12,120,Berlin '45: The Nightmare Ends,120,1992,,"Wargame,World War II",John Desch,"Cities: Berlin (Germany),Country: Germany","Dice Rolling,Hex-and-Counter","Kokusai-Tsushin Co., Ltd. (国際通信社),XTR Corp",6.40789,57,1-2 Players
15364,"Players compete to build the most famous hotel/casino. Room tiles representing slot machines, lounges, restaurants, and other casino-related places appear on a central board and the players hold auctions to win the rights to have those rooms in their building, garnering them income, population, or fame. Bidding wars escalate, values fluctuate, and designers renovate until finally the hotel/casinos are put to the test to determine whose garners the most fame.&#10;&#10;",75,12,75,Vegas Showdown,75,2005,"David Hudnut,Scott Okumura,Peter Whitley",Economic,Henry Stern,"Cities: Las Vegas (Nevada, USA)","Auction/Bidding,Route/Network Building,Tile Placement","Avalon Hill (Hasbro),Wizards of the Coast",7.22196,5441,5-6 Players
15600,"Players use different character cards to bring in and move pieces around Kreta which give them influence in the provinces on the island. One of the cards triggers scoring in all the provinces adjacent to a place, and each province gives various Victory Points (VPs) to the 1st and 2nd most influence. At any time, you only know the next two places that will score, so if you cannot gain influence the current place, you can prepare for the next scoring.&#10;&#10;Each player has an identical set of characters, and each character controls certain pieces which have different abilities and limitations in the game. By smart use of your characters and clever timing, you can try to have the scoring occur when you have the most influence, and gain more VPs than the other players.&#10;&#10;But influence changes swiftly, the others can quickly conspire to block your control, and the scoring places can jump from one end of the island to the other, leaving you controlling worthless provinces. Can you make the right choices to gain influence in the right place at the right time, or will you be left watching as someone else takes power in Kreta?&#10;&#10;From the publisher, Goldsieber: &quot;Settle the most important Cretan provinces with your followers. Build booming cities and increase your influence by building massive towers. Locate your fleet carefully but also try to harvest as many grapes and olives as possible. Only he who best places his Admiral, King, Farmers and Castellan will end up winning the race for power and prestige!&quot;&#10;&#10;Online Play&#10;&#10;&#10;     http://www.mabiweb.com (turn-based)&#10;&#10;&#10;",60,11,60,Kreta,60,2005,Rotraud Meiler,Strategy,Stefan Dorra,"Country: Greece,Islands: Crete","Area Control / Area Influence,Area Movement,Hand Management",Goldsieber Spiele,6.90919,1253,3-4 Players
